SPECIMEN_ID	RACK_OR_PLATE_ID	TUBE_OR_WELL_ID	PRESERVATIVE_SOLUTION	ORGANISM_PART	DATE_OF_COLLECTION	COLLECTION_COUNTRY	COLLECTION_LOCATION	DECIMAL_LATITUDE	DECIMAL_LONGITUDE	SAMPLING_LOCATION_SIZE	PREDICTED_SCIENTIFIC_NAME	SPECIMEN_IDENTITY_RISK	IDENTIFIED_HOW	LIFESTAGE	SEX	TIME_OF_COLLECTION	DURATION_OF_COLLECTION	COLLECTION_METHOD	OUTDOORS_INDOORS	DESCRIPTION_OF_COLLECTION_METHOD	PRESERVATION_APPROACH	BLOOD_MEAL	GRAVIDITY	HABITAT	DATE_OF_PRESERVATION	ELEVATION	WHAT_3_WORDS	OTHER_ORGANISMS	BIOASSAYS	COLLECTOR_SAMPLE_ID	OTHER_INFORMATION	COLLECTION_EXPERIMENT	COLLECTION_EXPERIMENT_DAY	SUPPLIER_SAMPLE_NAME	run	n_mosquito_targets	n_mosquito_reads	n_multiallelic	contamination_risk	NN_assignment	res_coarse	res_int	res_fine	VAE_species	species_call	call_method	plasmodium_detected	plasmodium_species	total_reads_P1	total_reads_P2
OMOL_003_F1	GDNA00000496A	F1	NONE	WHOLE_ORGANISM	2018-09-29	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3070	PLATE 03, F-1, partial specimen	POST-MDA 2	5.0	NG-3-6	34891	60.0	7187.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_G1	GDNA00000496A	G1	NONE	WHOLE_ORGANISM	2018-09-23	Nigeria	Nigeria | Ogun | Odeda | Amini	7.23509	3.74935		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3082	PLATE 03, G-1, partial specimen	POST-MDA 2	5.0	NG-3-7	34891	2.0	41.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_003_H1	GDNA00000496A	H1	NONE	WHOLE_ORGANISM	2018-09-24	Nigeria	Nigeria | Ogun | Odeda | Amini	7.23509	3.74935		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3094	PLATE 03, H-1, partial specimen	POST-MDA 2	6.0	NG-3-8	34891	52.0	1691.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_A2	GDNA00000496A	A2	NONE	WHOLE_ORGANISM	2018-09-16	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3002	PLATE 03, A-2, partial specimen	POST-MDA 2	5.0	NG-3-9	34891	60.0	16324.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_003_B2	GDNA00000496A	B2	NONE	WHOLE_ORGANISM	2018-09-16	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3016	PLATE 03, B-2, partial specimen	POST-MDA 2	5.0	NG-3-10	34891	59.0	20773.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_C2	GDNA00000496A	C2	NONE	WHOLE_ORGANISM	2018-09-16	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3028	PLATE 03, C-2, partial specimen	POST-MDA 2	5.0	NG-3-11	34891	60.0	29431.0	1.0	medium	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_D2	GDNA00000496A	D2	NONE	WHOLE_ORGANISM	2018-09-17	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3044	PLATE 03, D-2, partial specimen	POST-MDA 2	6.0	NG-3-12	34891	58.0	5400.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_E2	GDNA00000496A	E2	NONE	WHOLE_ORGANISM	2018-09-17	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3059	PLATE 03, E-2, partial specimen	POST-MDA 2	6.0	NG-3-13	34891	59.0	14534.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_003_F2	GDNA00000496A	F2	NONE	WHOLE_ORGANISM	2018-09-23	Nigeria	Nigeria | Ogun | Odeda | Amini	7.23509	3.74935		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3071	PLATE 03, F-2, partial specimen	POST-MDA 2	5.0	NG-3-14	34891	60.0	10809.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_G2	GDNA00000496A	G2	NONE	WHOLE_ORGANISM	2018-09-23	Nigeria	Nigeria | Ogun | Odeda | Amini	7.23509	3.74935		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3083	PLATE 03, G-2, partial specimen	POST-MDA 2	5.0	NG-3-15	34891	58.0	4698.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_H2	GDNA00000496A	H2	NONE	WHOLE_ORGANISM	2018-09-30	Nigeria	Nigeria | Ogun | Odeda | Gbagba	7.4453	3.63307		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3095	PLATE 03, H-2, partial specimen	POST-MDA 2	6.0	NG-3-16	34891	55.0	2757.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_003_A3	GDNA00000496A	A3	NONE	WHOLE_ORGANISM	2018-09-16	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3003	PLATE 03, A-3, partial specimen	POST-MDA 2	5.0	NG-3-17	34891	60.0	7264.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_B3	GDNA00000496A	B3	NONE	WHOLE_ORGANISM	2018-09-16	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3017	PLATE 03, B-3, partial specimen	POST-MDA 2	5.0	NG-3-18	34891	59.0	23715.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_C3	GDNA00000496A	C3	NONE	WHOLE_ORGANISM	2018-09-16	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3029	PLATE 03, C-3, partial specimen	POST-MDA 2	5.0	NG-3-19	34891	59.0	9639.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_D3	GDNA00000496A	D3	NONE	WHOLE_ORGANISM	2018-09-17	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	N								KUG3045	PLATE 03, D-3, partial specimen	POST-MDA 2	6.0	NG-3-20	34891	55.0	4310.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_E3	GDNA00000496A	E3	NONE	WHOLE_ORGANISM	2018-09-17	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3060	PLATE 03, E-3, partial specimen	POST-MDA 2	6.0	NG-3-21	34891	60.0	11809.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_F3	GDNA00000496A	F3	NONE	WHOLE_ORGANISM	2018-09-23	Nigeria	Nigeria | Ogun | Odeda | Amini	7.23509	3.74935		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3072	PLATE 03, F-3, partial specimen	POST-MDA 2	5.0	NG-3-22	34891	61.0	16650.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_G3	GDNA00000496A	G3	NONE	WHOLE_ORGANISM	2018-09-23	Nigeria	Nigeria | Ogun | Odeda | Amini	7.23509	3.74935		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3084	PLATE 03, G-3, partial specimen	POST-MDA 2	5.0	NG-3-23	34891	59.0	4662.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_H3	GDNA00000496A	H3	NONE	WHOLE_ORGANISM	2018-09-24	Nigeria	Nigeria | Ogun | Odeda | Amini	7.23509	3.74935		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3096	PLATE 03, H-3, partial specimen	POST-MDA 2	6.0	NG-3-24	34891	60.0	8840.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_A4	GDNA00000496A	A4	NONE	WHOLE_ORGANISM	2018-09-16	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3004	PLATE 03, A-4, partial specimen	POST-MDA 2	5.0	NG-3-25	34891	60.0	6593.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_B4	GDNA00000496A	B4	NONE	WHOLE_ORGANISM	2018-09-16	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3018	PLATE 03, B-4, partial specimen	POST-MDA 2	5.0	NG-3-26	34891	60.0	10630.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_C4	GDNA00000496A	C4	NONE	WHOLE_ORGANISM	2018-09-16	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3030	PLATE 03, C-4, partial specimen	POST-MDA 2	5.0	NG-3-27	34891	60.0	18567.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_D4	GDNA00000496A	D4	NONE	WHOLE_ORGANISM	2018-09-17	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3048	PLATE 03, D-4, partial specimen	POST-MDA 2	6.0	NG-3-28	34891	59.0	4652.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_E4	GDNA00000496A	E4	NONE	WHOLE_ORGANISM	2018-09-17	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3061	PLATE 03, E-4, partial specimen	POST-MDA 2	6.0	NG-3-29	34891	56.0	3297.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_F4	GDNA00000496A	F4	NONE	WHOLE_ORGANISM	2018-09-23	Nigeria	Nigeria | Ogun | Odeda | Amini	7.23509	3.74935		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3073	PLATE 03, F-4, partial specimen	POST-MDA 2	5.0	NG-3-30	34891	60.0	8629.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_003_G4	GDNA00000496A	G4	NONE	WHOLE_ORGANISM	2018-09-23	Nigeria	Nigeria | Ogun | Odeda | Amini	7.23509	3.74935		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3085	PLATE 03, G-4, partial specimen	POST-MDA 2	5.0	NG-3-31	34891	5.0	96.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_003_H4	GDNA00000496A	H4	NONE	WHOLE_ORGANISM	2018-09-24	Nigeria	Nigeria | Ogun | Odeda | Amini	7.23509	3.74935		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3097	PLATE 03, H-4, partial specimen	POST-MDA 2	6.0	NG-3-32	34891	61.0	33339.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_A5	GDNA00000496A	A5	NONE	WHOLE_ORGANISM	2018-09-16	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3005	PLATE 03, A-5, partial specimen	POST-MDA 2	5.0	NG-3-33	34891	60.0	8715.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_B5	GDNA00000496A	B5	NONE	WHOLE_ORGANISM	2018-09-16	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3019	PLATE 03, B-5, partial specimen	POST-MDA 2	5.0	NG-3-34	34891	59.0	9456.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_C5	GDNA00000496A	C5	NONE	WHOLE_ORGANISM	2018-09-16	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3031	PLATE 03, C-5, partial specimen	POST-MDA 2	5.0	NG-3-35	34891	59.0	19617.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_D5	GDNA00000496A	D5	NONE	WHOLE_ORGANISM	2018-09-17	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3049	PLATE 03, D-5, partial specimen	POST-MDA 2	6.0	NG-3-36	34891	58.0	5567.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_E5	GDNA00000496A	E5	NONE	WHOLE_ORGANISM	2018-09-17	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3062	PLATE 03, E-5, partial specimen	POST-MDA 2	6.0	NG-3-37	34891	49.0	2130.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_F5	GDNA00000496A	F5	NONE	WHOLE_ORGANISM	2018-09-23	Nigeria	Nigeria | Ogun | Odeda | Amini	7.23509	3.74935		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3074	PLATE 03, F-5, partial specimen	POST-MDA 2	5.0	NG-3-38	34891	60.0	34446.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_003_G5	GDNA00000496A	G5	NONE	WHOLE_ORGANISM	2018-09-23	Nigeria	Nigeria | Ogun | Odeda | Amini	7.23509	3.74935		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3086	PLATE 03, G-5, partial specimen	POST-MDA 2	5.0	NG-3-39	34891	55.0	3578.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_H5	GDNA00000496A	H5	NONE	WHOLE_ORGANISM	2018-09-24	Nigeria	Nigeria | Ogun | Odeda | Amini	7.23509	3.74935		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3098	PLATE 03, H-5, partial specimen	POST-MDA 2	6.0	NG-3-40	34891	53.0	2178.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_003_A6	GDNA00000496A	A6	NONE	WHOLE_ORGANISM	2018-09-16	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3008	PLATE 03, A-6, partial specimen	POST-MDA 2	5.0	NG-3-41	34891	58.0	2621.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_B6	GDNA00000496A	B6	NONE	WHOLE_ORGANISM	2018-09-16	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3020	PLATE 03, B-6, partial specimen	POST-MDA 2	5.0	NG-3-42	34891	59.0	10631.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_C6	GDNA00000496A	C6	NONE	WHOLE_ORGANISM	2018-09-16	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3032	PLATE 03, C-6, partial specimen	POST-MDA 2	5.0	NG-3-43	34891	60.0	20830.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_D6	GDNA00000496A	D6	NONE	WHOLE_ORGANISM	2018-09-17	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3051	PLATE 03, D-6, partial specimen	POST-MDA 2	6.0	NG-3-44	34891	60.0	33938.0	1.0	medium	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_E6	GDNA00000496A	E6	NONE	WHOLE_ORGANISM	2018-09-17	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3063	PLATE 03, E-6, partial specimen	POST-MDA 2	6.0	NG-3-45	34891	60.0	6967.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_003_F6	GDNA00000496A	F6	NONE	WHOLE_ORGANISM	2018-09-23	Nigeria	Nigeria | Ogun | Odeda | Amini	7.23509	3.74935		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3075	PLATE 03, F-6, partial specimen	POST-MDA 2	5.0	NG-3-46	34891	59.0	6560.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_G6	GDNA00000496A	G6	NONE	WHOLE_ORGANISM	2018-09-23	Nigeria	Nigeria | Ogun | Odeda | Amini	7.23509	3.74935		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3087	PLATE 03, G-6, partial specimen	POST-MDA 2	5.0	NG-3-47	34891	60.0	18849.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_003_H6	GDNA00000496A	H6																																NG-3-BLANK	34891	0.0	0.0	0.0		no					TOO_FEW_TARGETS	TOO_FEW_TARGETS	no			
OMOL_003_A7	GDNA00000496A	A7	NONE	WHOLE_ORGANISM	2018-09-16	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3009	PLATE 03, A-7, partial specimen	POST-MDA 2	5.0	NG-3-48	34891	60.0	9991.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_B7	GDNA00000496A	B7	NONE	WHOLE_ORGANISM	2018-09-16	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3021	PLATE 03, B-7, partial specimen	POST-MDA 2	5.0	NG-3-49	34891	60.0	9454.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_C7	GDNA00000496A	C7	NONE	WHOLE_ORGANISM	2018-09-16	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3033	PLATE 03, C-7, partial specimen	POST-MDA 2	5.0	NG-3-50	34891	60.0	32223.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_D7	GDNA00000496A	D7	NONE	WHOLE_ORGANISM	2018-09-17	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3052	PLATE 03, D-7, partial specimen	POST-MDA 2	6.0	NG-3-51	34891	60.0	15380.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_E7	GDNA00000496A	E7	NONE	WHOLE_ORGANISM	2018-09-17	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3064	PLATE 03, E-7, partial specimen	POST-MDA 2	6.0	NG-3-52	34891	60.0	15793.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
OMOL_003_F7	GDNA00000496A	F7	NONE	WHOLE_ORGANISM	2018-09-23	Nigeria	Nigeria | Ogun | Odeda | Amini	7.23509	3.74935		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3076	PLATE 03, F-7, partial specimen	POST-MDA 2	5.0	NG-3-53	34891	59.0	8278.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_003_G7	GDNA00000496A	G7	NONE	WHOLE_ORGANISM	2018-09-23	Nigeria	Nigeria | Ogun | Odeda | Amini	7.23509	3.74935		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3088	PLATE 03, G-7, partial specimen	POST-MDA 2	5.0	NG-3-54	34891	59.0	7011.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
OMOL_003_A8	GDNA00000496A	A8	NONE	WHOLE_ORGANISM	2018-09-16	Nigeria	Nigeria | Ogun | Odeda | Kugba	7.3614	3.59951		Anopheles gambiae	Y	Morphology	ADULT	FEMALE			PYRETHROID_SPRAY_CATCH	INDOORS		Silica gel	Y								KUG3010	PLATE 03, A-8, partial specimen	POST-MDA 2	5.0	NG-3-55	34891	55.0	2916.0	0.0	low	yes	Myzomyia_Neocellia_series	Anopheles_funestus	Anopheles_funestus		Anopheles_funestus	NN_FINE	no			
